Estuda,EstudaOcupado,EstudaDesocupado,NaoEstudaOcupado,NaoEstudaDesocupado,Total
Frequência,5354927.0,2169305.0,17392142.0,4809562.0,29725936
Percentual,0.1801432594082151,0.07297684419424169,0.5850830735826115,0.1617968228149317,1
