Estuda,EstudaOcupado,EstudaDesocupado,EstudaNaoAtivo,NaoEstudaOcupado,NaoEstudaDesocupado,NaoEstudaNaoAtivo,Total
Frequência,6438336.0,1470541.0,9585583.0,21731267.0,2940132.0,6796314.0,48962173
Percentual,0.1314961245694712,0.030034226626338662,0.1957752773758632,0.4438378786823861,0.06004905051906091,0.13880744222687993,1
