Estuda,EstudaOcupado,EstudaDesocupado,EstudaNaoAtivo,NaoEstudaOcupado,NaoEstudaDesocupado,NaoEstudaNaoAtivo,Total
Frequência,6357414.0,1271782.0,9864102.0,21557072.0,2618176.0,7340976.0,49009522
Percentual,0.12971793522083322,0.02594969198026457,0.20126909215723426,0.43985476944663937,0.05342178199575177,0.14978672919927682,1
