UF,Nome,BrancaMasculino,BrancaMasculino(%),BrancaFeminino,BrancaFeminino(%),PretaMasculino,PretaMasculino(%),PretaFeminino,PretaFeminino(%),AmarelaMasculino,AmarelaMasculino(%),AmarelaFeminino,AmarelaFeminino(%),PardaMasculino,PardaMasculino(%),PardaFeminino,PardaFeminino(%),IndigenaMasculino,IndigenaMasculino(%),IndigenaFeminino,IndigenaFeminino(%),IgnoradoMasculino,IgnoradoMasculino(%),IgnoradoFeminino,IgnoradoFeminino(%),Total,latitude,longitude
RO,Rondônia,46242.8,0.109838291554575,51447.4,0.12220052680471,13735.3,0.0326247953408867,14961.7,0.0355378040852216,2113.51,0.00502011832292833,655.145,0.00155613430675742,142870.0,0.339352217305227,145581.0,0.345791524795354,886.26,0.0021050906146072,2514.89,0.00597349686973292,0.0,"0,0%",0.0,"0,0%",421008.005,-10.83,-63.34
AC,Acre,19085.1,0.0829752402384847,16873.9,0.0733617275392933,6695.3,0.0291087877961722,5390.76,0.0234371109435116,61.9661,0.000269406606941644,458.414,0.00199302135061827,92629.8,0.402721489970856,87965.2,0.382441464945237,461.453,0.00200623384387661,387.685,0.00168551676500814,0.0,"0,0%",0.0,"0,0%",230009.5781,-8.77,-70.55
AM,Amazonas,71832.3,0.067451476353141,75554.9,0.0709470468120042,17537.9,0.0164683192259436,13242.6,0.0124349759196643,2231.45,0.00209536095751099,3778.53,0.00354808946594546,434647.0,0.408139261063111,416935.0,0.391507459642763,16066.9,0.0150870308401413,13121.2,0.0123209797197756,0.0,"0,0%",0.0,"0,0%",1064947.78,-3.47,-65.1
RR,Roraima,13640.4,0.0908003551654255,13410.0,0.0892666463423621,6726.17,0.0447742459827446,4050.87,0.0269655167538318,438.608,0.00291969166434979,573.784,0.00381952076099224,52038.4,0.346405178898015,49857.3,0.331886201840794,5271.04,0.0350878496298616,4217.51,0.0280747929616238,0.0,"0,0%",0.0,"0,0%",150224.082,1.99,-61.33
PA,Pará,156545.0,0.0737124898448444,180420.0,0.0849545333150648,81061.6,0.0381695510352093,74199.8,0.0349385288830016,8169.31,0.00384669060279399,3859.42,0.00181728868732307,830896.0,0.391244772826483,776926.0,0.365831868697151,6946.82,0.00327105559873494,4700.27,0.00221322050939364,0.0,"0,0%",0.0,"0,0%",2123724.22,-3.79,-52.48
AP,Amapá,15384.1,0.0651146930468288,19660.9,0.0832166632123033,9009.31,0.0381327770369228,9057.05,0.0383348412100663,0.0,0.0,481.793,0.00203923552935243,90797.9,0.384310904622087,91368.4,0.386725601119329,502.123,0.00212528422311041,0.0,0.0,0.0,"0,0%",0.0,"0,0%",236261.576,1.41,-51.77
TO,Tocantins,31235.0,0.0866758149448957,35426.5,0.0983070516454409,21248.3,0.058963141306023,22622.3,0.0627759336778586,2798.3,0.00776516513399397,771.662,0.00214132968503308,122482.0,0.339882412872762,122115.0,0.338864003265437,1080.95,0.00299959091290812,585.795,0.00162555655564736,0.0,"0,0%",0.0,"0,0%",360365.807,-9.46,-48.26
MA,Maranhão,135460.0,0.0777114658293976,154189.0,0.0884560254301564,88482.9,0.050761375017245,82137.1,0.0471208802596768,5706.48,0.00327372601156165,4732.54,0.00271499055437958,662327.0,0.379967533060589,603716.0,0.346343240105275,2370.52,0.00135993344144326,3993.18,0.00229083029027487,0.0,"0,0%",0.0,"0,0%",1743114.72,-5.42,-45.44
PI,Piauí,71827.5,0.0964038539256379,74965.7,0.10061581416913,33825.7,0.0453994339456677,31169.8,0.0418347965067885,0.0,0.0,298.081,0.000400071799547639,269239.0,0.361361278439105,263108.0,0.353132507725686,634.98,0.000852243488436901,0.0,0.0,0.0,"0,0%",0.0,"0,0%",745068.761,-6.6,-42.28
CE,Ceará,250183.0,0.116337239095317,251169.0,0.116795737545443,62691.2,0.0291519452703513,40059.9,0.0186281968176674,3455.02,0.00160661390989436,6245.7,0.00290430402632321,776543.0,0.361099150057336,753979.0,0.35060669668142,935.71,0.000435113169135707,5236.47,0.00243500342711316,0.0,"0,0%",0.0,"0,0%",2150498.0,-5.2,-39.53
RN,Rio Grande do Norte,139312.0,0.177498404942167,144097.0,0.183595007299812,36643.2,0.0466873603995119,27440.2,0.0349617529810357,316.024,0.000402648414518801,991.474,0.00126324403885975,225476.0,0.287280567020357,208759.0,0.26598131903441,1038.57,0.00132324938570106,789.923,0.00100644648362762,0.0,"0,0%",0.0,"0,0%",784863.391,-5.81,-36.59
PB,Paraíba,127637.0,0.140581717757388,137001.0,0.150895397999639,33107.1,0.0364647632580336,23354.2,0.0257227414687716,1869.93,0.00205957497814954,1605.77,0.00176862434030321,306858.0,0.337978993141461,275965.0,0.303952879971463,522.333,0.000575307084790225,0.0,0.0,0.0,"0,0%",0.0,"0,0%",907920.333,-7.28,-36.72
PE,Pernambuco,316455.0,0.145338563693728,311688.0,0.143149219448486,67317.6,0.0309170128306044,61503.8,0.0282469038369004,3828.1,0.00175813482383265,7942.44,0.00364773134197158,691175.0,0.317436544725198,708080.0,0.325200518810747,3435.35,0.001577756188985,5939.01,0.00272761429954556,0.0,"0,0%",0.0,"0,0%",2177364.3,-8.38,-37.86
AL,Alagoas,85858.9,0.111741707750643,91352.6,0.118891524716265,19252.2,0.0250559197236037,17884.1,0.0232753957432866,1843.56,0.00239931495442842,2209.39,0.00287542714485269,271148.0,0.352887593169389,272735.0,0.354953006192387,3779.38,0.00491870237609175,2306.19,0.00300140822905318,0.0,"0,0%",0.0,"0,0%",768369.32,-9.62,-36.82
SE,Sergipe,51601.5,0.0940760681897121,48876.3,0.0891076835297584,26774.8,0.0488138505773263,26641.8,0.048571374737104,922.115,0.00168113240155337,659.318,0.00120202019566688,190884.0,0.348005701390948,201732.0,0.367782978945321,113.916,0.000207683291840339,302.506,0.000551506740769107,0.0,"0,0%",0.0,"0,0%",548508.255,-10.57,-37.45
