UF,Nome,BrancaMasculino,BrancaMasculino(%),BrancaFeminino,BrancaFeminino(%),PretaMasculino,PretaMasculino(%),PretaFeminino,PretaFeminino(%),AmarelaMasculino,AmarelaMasculino(%),AmarelaFeminino,AmarelaFeminino(%),PardaMasculino,PardaMasculino(%),PardaFeminino,PardaFeminino(%),IndigenaMasculino,IndigenaMasculino(%),IndigenaFeminino,IndigenaFeminino(%),IgnoradoMasculino,IgnoradoMasculino(%),IgnoradoFeminino,IgnoradoFeminino(%),Total,latitude,longitude
BA,Bahia,245585.0,0.0733781855925368,253194.0,0.0756516738518915,368454.0,0.110090135775037,400854.0,0.11977091112043,11820.1,0.00353172014382941,4200.35,0.00125501989882775,1033367.0,0.308759067171053,1009462.0,0.301616507460201,8087.51,0.00241646195721033,11039.8,0.00329857480426121,775.604,"0,0%",0.0,"0,0%",3346839.364,-13.29,-41.71
MG,Minas Gerais,804180.0,0.1783524622437,793856.0,0.176062787270182,306118.0,0.067891391276974,271970.0,0.0603179874610399,4657.21,0.00103288426805688,7235.19,0.0016046332304969,1199960.0,0.26612925040905,1116904.0,0.247708943880521,2683.22,0.000595089275711334,1373.29,0.000304570684268013,0.0,"0,0%",0.0,"0,0%",4508936.91,-18.1,-44.38
ES,Espírito Santo,137061.0,0.16229096082721,130736.0,0.154801665351238,52555.3,0.0622295921783896,52942.0,0.062687475270968,2076.87,0.00245917677394158,885.322,0.00104829060069215,233793.0,0.276829226436958,232115.0,0.274842342988945,987.986,0.00116985281899178,1386.24,0.00164141675266568,0.0,"0,0%",0.0,"0,0%",844538.718,-19.19,-40.34
RJ,Rio de Janeiro,743809.0,0.213217723293515,735819.0,0.21092733744296,229180.0,0.0656959485895004,244306.0,0.0700319155951937,4873.18,0.00139692897612087,6829.12,0.00195761199245802,775978.0,0.222439177915103,742643.0,0.212883481753872,2785.47,0.000798473225925455,2272.41,0.000651401215351543,0.0,"0,0%",0.0,"0,0%",3488495.18,-22.25,-42.66
SP,São Paulo,2600869.0,0.266688927259569,2715670.0,0.278460437296532,405676.0,0.0415973650556614,351244.0,0.0360159952563393,42857.2,0.00439450840982333,34403.1,0.00352763858287506,1868168.0,0.191558944283874,1727273.0,0.177111797424022,1780.56,0.000182575760763536,4018.87,0.000412088470851728,0.0,"0,0%",484.913,"0,0%",9752444.643,-22.19,-48.79
PR,Paraná,730463.0,0.301860171054992,731408.0,0.30225068756527,51957.8,0.0214713002515406,41621.1,0.0171997108210778,5145.82,0.00212648430573239,11452.1,0.00473252288608578,432468.0,0.178715231922507,408918.0,0.168983312539397,4517.72,0.00186692513101767,1920.54,0.00079365352237958,0.0,"0,0%",0.0,"0,0%",2419872.08,-24.89,-51.55
SC,Santa Catarina,594318.0,0.40091122614607,568989.0,0.383824951715456,27329.1,0.0184354890655652,28769.4,0.0194070774055081,2713.34,0.00183034750142378,4212.18,0.0028414253792548,137433.0,0.0927086720290028,115934.0,0.0782060144434773,1164.86,0.000785783790644926,993.165,0.000669962878316595,0.0,"0,0%",561.91,"0,0%",1482417.955,-27.45,-50.95
RS,Rio Grande do Sul,897830.0,0.381590444560114,903150.0,0.383851519780434,86278.2,0.0366694549010909,84164.7,0.0357711875179807,1135.4,0.000482561053599851,0.0,0.0,185302.0,0.0787559700142325,173998.0,0.0739516101851918,8148.9,0.0034633977185836,12855.7,0.00546385426877189,0.0,"0,0%",0.0,"0,0%",2352862.9,-30.17,-53.5
MS,Mato Grosso do Sul,110452.0,0.18695431686839,123944.0,0.209791274489694,20015.7,0.0338791648873957,15716.7,0.0266025505371149,2292.54,0.00388042090313854,888.215,0.00150341893815645,160708.0,0.272019106537547,152759.0,0.258564394402078,1833.55,0.00310352087507728,2187.03,0.00370183156140834,0.0,"0,0%",0.0,"0,0%",590796.735,-20.51,-54.54
MT,Mato Grosso,102934.0,0.137274334092186,98178.1,0.130931794158743,41760.2,0.0556920322396537,40462.6,0.053961533318811,587.911,0.000784046972142064,2700.63,0.00360160087900383,227401.0,0.303265401586426,232625.0,0.310232206736305,484.603,0.000646273866011966,2707.51,0.0036107761507173,0.0,"0,0%",0.0,"0,0%",749841.554,-12.64,-55.42
GO,Goiás,218758.0,0.142897673547579,255026.0,0.166588751470323,79491.2,0.0519254498007174,55190.8,0.0360518788854796,352.669,0.000230371367595019,1070.27,0.000699124571754028,481275.0,0.31437971565205,433802.0,0.283369278290563,2622.75,0.00171323962230828,2934.39,0.00191680991909453,0.0,"0,0%",348.59,"0,0%",1530871.669,-15.98,-49.86
DF,Distrito Federal,124589.0,0.17325666331855,123632.0,0.171925834539156,38204.8,0.053128576124317,43622.2,0.0606621517037174,1060.4,0.00147461947509804,1456.21,0.00202504302700163,194847.0,0.27095924261074,188638.0,0.262324847740046,1634.89,0.00227352002418242,1416.27,0.00196950143719078,0.0,"0,0%",0.0,"0,0%",719100.77,-15.83,-47.86
