UF,Nome,Masculino,Masculino(%),Feminino,Feminino(%),Total,latitude,longitude
AC, Acre,106997,0.498272297146263,107739,0.501727702853737,214736,-8.77,-70.55
AL, Alagoas,427698,0.488759730672359,447370,0.511240269327641,875068,-9.62,-36.82
AP, Amapá,101675,0.494730337297339,103841,0.505269662702661,205516,1.41,-51.77
AM, Amazonas,514061,0.500192658354464,513665,0.499807341645536,1027726,-3.47,-65.1
BA, Bahia,1957261,0.496863854103467,1981969,0.503136145896533,3939230,-13.29,-41.71
CE, Ceará,1196260,0.495862150438241,1216225,0.504137849561759,2412485,-5.2,-39.53
DF, Distrito Federal,356228,0.485762363330415,377110,0.514237636669585,733338,-15.83,-47.86
ES, Espírito Santo,475046,0.501359343799999,472470,0.498640656200001,947516,-19.19,-40.34
GO, Goiás,825208,0.501896691296994,818971,0.498103308703006,1644179,-15.98,-49.86
MA, Maranhão,963177,0.498147933609031,970339,0.501852066390969,1933516,-5.42,-45.44
MT, Mato Grosso,434024,0.507967271863329,420409,0.492032728136671,854433,-12.64,-55.42
MS, Mato Grosso do Sul,333433,0.502782825046179,329742,0.497217174953821,663175,-20.51,-54.54
MG, Minas Gerais,2593357,0.50295935220461,2562839,0.49704064779539,5156196,-18.1,-44.38
PA, Pará,1125353,0.501543601219193,1118426,0.498456398780807,2243779,-3.79,-52.48
PB, Paraiba,509480,0.496407118533422,516855,0.503592881466578,1026335,-7.28,-36.72
PR, Paraná,1357593,0.501121586469943,1351516,0.498878413530057,2709109,-24.89,-51.55
PE, Pernambuco,1189048,0.493169320714681,1221986,0.506830679285319,2411034,-8.38,-37.86
PI, Piauí,436199,0.495967553960188,443292,0.504032446039812,879491,-6.6,-42.28
RJ, Rio de Janeiro,1949778,0.495211143976556,1987488,0.504788856023444,3937266,-22.25,-42.66
RN, Rio Grande do Norte,447757,0.500384991478781,447068,0.499615008521219,894825,-5.81,-36.59
RS, Rio Grande do Sul,1325510,0.502022656939128,1314829,0.497977343060872,2640339,-30.17,-53.5
RO, Rondônia,227928,0.502941371168825,225262,0.497058628831175,453190,-10.83,-63.34
RR, Roraima,66803,0.501305737741824,66455,0.498694262258176,133258,1.99,-61.33
SC, Santa Catarina,850115,0.506708207145288,827606,0.493291792854712,1677721,-27.45,-50.95
SP, São Paulo,5382405,0.501689135342039,5346161,0.498310864657961,10728566,-22.19,-48.79
SE, Sergipe,292059,0.493172127894901,300146,0.506827872105099,592205,-10.57,-37.45
TO, Tocantins,199609,0.503635803964313,196727,0.496364196035687,396336,-9.46,-48.26
