UF,Nome,Masculino,Masculino(%),Feminino,Feminino(%),Total,latitude,longitude
AC, Acre,109667,0.485243624006655,116337,0.514756375993345,226004,-8.77,-70.55
AL, Alagoas,413404,0.505384480910123,404595,0.494615519089877,817999,-9.62,-36.82
AP, Amapá,101429,0.483101060232241,108525,0.516898939767759,209954,1.41,-51.77
AM, Amazonas,538645,0.501208718404901,536047,0.498791281595099,1074692,-3.47,-65.1
BA, Bahia,1775152,0.489576903877393,1850738,0.510423096122607,3625890,-13.29,-41.71
CE, Ceará,1151010,0.502139418169,1141202,0.497860581831,2292212,-5.2,-39.53
DF, Distrito Federal,363139,0.499109368943915,364435,0.500890631056085,727574,-15.83,-47.86
ES, Espírito Santo,426967,0.493414658668186,438364,0.506585341331814,865331,-19.19,-40.34
GO, Goiás,792115,0.5041728247019,779003,0.4958271752981,1571118,-15.98,-49.86
MA, Maranhão,897436,0.500631761451339,895171,0.499368238548661,1792607,-5.42,-45.44
MT, Mato Grosso,387967,0.494421356741333,396722,0.505578643258667,784689,-12.64,-55.42
MS, Mato Grosso do Sul,330497,0.520895917588947,303981,0.479104082411053,634478,-20.51,-54.54
MG, Minas Gerais,2504689,0.514117088746601,2367137,0.485882911253399,4871826,-18.1,-44.38
PA, Pará,1094566,0.511563106115486,1045084,0.488436893884514,2139650,-3.79,-52.48
PB, Paraiba,474487,0.491959941232764,489996,0.508040058767236,964483,-7.28,-36.72
PR, Paraná,1311587,0.501747104099402,1302453,0.498252895900598,2614040,-24.89,-51.55
PE, Pernambuco,1160762,0.512925863259775,1102259,0.487074136740225,2263021,-8.38,-37.86
PI, Piauí,401317,0.506746655083415,390631,0.493253344916585,791948,-6.6,-42.28
RJ, Rio de Janeiro,1797480,0.500440448176901,1794316,0.499559551823099,3591796,-22.25,-42.66
RN, Rio Grande do Norte,440139,0.497607715006049,444371,0.502392284993952,884510,-5.81,-36.59
RS, Rio Grande do Sul,1227064,0.513247966564915,1163718,0.486752033435085,2390782,-30.17,-53.5
RO, Rondônia,229109,0.504154545574573,225333,0.495845454425427,454442,-10.83,-63.34
RR, Roraima,69839,0.51990620114643,64491,0.48009379885357,134330,1.99,-61.33
SC, Santa Catarina,805393,0.529180754841448,716569,0.470819245158552,1521962,-27.45,-50.95
SP, São Paulo,5103136,0.502875319708531,5044779,0.497124680291469,10147915,-22.19,-48.79
SE, Sergipe,295838,0.501860955890087,293644,0.498139044109913,589482,-10.57,-37.45
TO, Tocantins,189945,0.523739146499169,172726,0.476260853500831,362671,-9.46,-48.26
