UF,Nome,BrancaEstuda,BrancaEstuda(%),BrancaNaoEstuda,BrancaNaoEstuda(%),PretaEstuda,PretaEstuda(%),PretaNaoEstuda,PretaNaoEstuda(%),AmarelaEstuda,AmarelaEstuda(%),AmarelaNaoEstuda,AmarelaNaoEstuda(%),PardaEstuda,PardaEstuda(%),PardaNaoEstuda,PardaNaoEstuda(%),IndigenaEstuda,IndigenaEstuda(%),IndigenaNaoEstuda,IndigenaNaoEstuda(%),IgnoradoEstuda,IgnoradoEstuda(%),IgnoradoNaoEstuda,IgnoradoNaoestuda(%),Total,latitude,longitude
RO,Rondônia,48544.6,0.110894959278291,67356.7,0.153869194588482,9233.8,0.0210936309081521,18409.0,0.0420533963685776,155.696,0.000355670900157644,1189.41,0.00271708024198761,108662.0,0.248226745407267,182130.0,0.416056552806184,324.364,0.000740974950279609,1747.42,0.00399179455062089,0.0,"0,0%",0.0,"0,0%",437752.99,-10.83,-63.34
AC,Acre,18356.7,0.0857261858633766,18264.0,0.0852932748592454,3971.15,0.0185453563544291,6383.3,0.0298101490039981,429.916,0.00200771701458538,687.169,0.00320909408627644,74731.4,0.348997253658356,90545.2,0.422848041545409,470.247,0.00219606365652297,292.689,0.00136686395780101,0.0,"0,0%",0.0,"0,0%",214131.771,-8.77,-70.55
AM,Amazonas,85032.6,0.0820158147466485,85456.4,0.0824245791768744,7247.23,0.00699011288736735,16304.0,0.0157255669429061,1827.92,0.00176306908281875,1240.56,0.00119654743171563,335496.0,0.323593278157337,480390.0,0.463346731090693,9087.96,0.00876553749720638,14700.3,0.0141787629864329,0.0,"0,0%",0.0,"0,0%",1036782.97,-3.47,-65.1
RR,Roraima,9382.26,0.0745000448639511,14304.2,0.113582819250685,3916.94,0.0311025494634986,6933.81,0.0550580730099265,0.0,0.0,161.78,0.00128461769958304,33797.3,0.268368214724428,51711.5,0.410616319520265,3078.55,0.0244452949626121,2649.96,0.0210420665050506,0.0,"0,0%",0.0,"0,0%",125936.3,1.99,-61.33
PA,Pará,144380.0,0.0674346086394515,186623.0,0.0871647663673664,57218.2,0.0267245250315408,97762.2,0.0456611421023119,850.876,0.000397413007762169,1934.6,0.00090358078593907,614755.0,0.287129538953775,1030707.0,0.48140547975442,3587.01,0.00167536096090732,3219.23,0.00150358439652571,0.0,"0,0%",0.0,"0,0%",2141037.116,-3.79,-52.48
AP,Amapá,15069.5,0.070443338007414,22195.2,0.103752876720671,5767.79,0.0269619018896302,8297.1,0.0387853226571097,143.852,0.000672445340525069,141.584,0.000661843430003763,65949.7,0.308286075091247,96199.6,0.449691160222836,0.0,0.0,159.381,0.000745036640562703,0.0,"0,0%",0.0,"0,0%",213923.707,1.41,-51.77
TO,Tocantins,34568.2,0.0923256405858176,39988.5,0.106802317695627,11989.8,0.0320226672345056,27453.2,0.0733227149845977,306.091,0.000817515741419961,1110.06,0.00296477689288689,97369.2,0.260056171953662,159995.0,0.427318774640505,736.51,0.00196708991350028,899.471,0.00240233035747785,0.0,"0,0%",0.0,"0,0%",374416.032,-9.46,-48.26
MA,Maranhão,127914.0,0.0712745062323375,184446.0,0.10277450143479,57667.9,0.0321329260124444,118476.0,0.0660155917286803,1290.06,0.000718829756790416,3852.41,0.00214658771170098,479921.0,0.267415078142577,818046.0,0.455820510071913,1497.96,0.000834672978374472,1555.61,0.000866795930391407,0.0,"0,0%",0.0,"0,0%",1794666.94,-5.42,-45.44
PI,Piauí,51783.8,0.0684951171789928,70455.1,0.0931918926451449,19503.2,0.0257971405992865,32597.7,0.0431174089438329,0.0,0.0,0.0,0.0,238218.0,0.315094099392963,341915.0,0.452255492842459,179.244,0.000237088409572712,1369.73,0.00181175998774871,0.0,"0,0%",0.0,"0,0%",756021.774,-6.6,-42.28
CE,Ceará,216716.0,0.099923155498851,350115.0,0.1614306077423,26828.8,0.012370191191456,48919.0,0.0225555143314213,2065.67,0.000952436666509679,3320.8,0.00153115051394721,501799.0,0.231368886035955,1013826.0,0.467453686145823,773.584,0.000356683190550874,4462.77,0.00205768868318725,0.0,"0,0%",0.0,"0,0%",2168826.624,-5.2,-39.53
RN,Rio Grande do Norte,136607.0,0.168720167069561,172773.0,0.213387962733309,13344.3,0.0164812383364421,23064.3,0.0284861870134215,612.747,0.00075678974145814,301.747,0.000372680786875773,168923.0,0.208632916189444,293542.0,0.36254697989073,498.008,0.000615078238757734,0.0,0.0,0.0,"0,0%",0.0,"0,0%",809666.102,-5.81,-36.59
PB,Paraíba,128149.0,0.13620791640104,174398.0,0.185365380958951,12686.3,0.0134841043616299,24109.6,0.0256257823413567,253.95,0.000269920173938494,1444.5,0.00153534038690355,244945.0,0.26034887578407,351995.0,0.374130937686475,255.575,0.000271647365443318,2596.79,0.00276009454019194,0.0,"0,0%",0.0,"0,0%",940833.715,-7.28,-36.72
PE,Pernambuco,259245.0,0.114710976922565,361212.0,0.159829433146844,39027.7,0.0172690142299399,75514.6,0.0334137728323274,1946.39,0.000861240519093177,1649.93,0.000730062613179993,502371.0,0.222289603223074,1014606.0,0.448943838652609,1892.37,0.000837337697540758,2519.25,0.00111472016282733,0.0,"0,0%",0.0,"0,0%",2259984.24,-8.38,-37.86
AL,Alagoas,75881.1,0.0923185604791103,104007.0,0.126537128741555,10408.8,0.0126635675064669,22742.5,0.0276690093013434,199.185,0.000242332708263739,1897.37,0.00230838070476376,226241.0,0.275249613426194,376785.0,0.458404646349639,1802.97,0.00219353165659198,1983.55,0.00241322912607144,0.0,"0,0%",0.0,"0,0%",821948.475,-9.62,-36.82
SE,Sergipe,47509.8,0.0855686819755044,64662.4,0.116461789807005,14307.5,0.0257688712089828,22285.5,0.0401378423433714,1508.07,0.00271614618935039,1997.07,0.00359687154466701,152719.0,0.27505827308507,249180.0,0.448791705598765,464.677,0.000836917823992765,590.148,0.00106290042329119,0.0,"0,0%",0.0,"0,0%",555224.165,-10.57,-37.45
BA,Bahia,236211.0,0.0679216162275392,327184.0,0.0940805723856687,275040.0,0.0790867543307568,419261.0,0.120556979739192,1873.93,0.000538841774080261,5756.02,0.00165512267184018,865287.0,0.248810138142079,1330546.0,0.382593675929941,6444.18,0.00185300058363575,10096.8,0.00290329821526609,0.0,"0,0%",0.0,"0,0%",3477699.93,-13.29,-41.71
MG,Minas Gerais,723085.0,0.14997347171228,1116637.0,0.231599227659799,163622.0,0.0339364796510876,344116.0,0.0713723437655919,4020.5,0.000833883074630538,3929.84,0.000815079483150373,951018.0,0.197248554624794,1513889.0,0.313992392480873,0.0,0.0,1102.02,0.000228567547793644,0.0,"0,0%",0.0,"0,0%",4821419.36,-18.1,-44.38
ES,Espírito Santo,117551.0,0.135568420038953,193468.0,0.223121462923294,31146.0,0.0359198476451347,57291.8,0.0660730985460582,1194.72,0.00137783857890565,1668.92,0.00192472073884024,162119.0,0.186967500814923,301155.0,0.347313995940748,639.344,0.000737338312233706,863.435,0.000995776460909166,0.0,"0,0%",0.0,"0,0%",867097.219,-19.19,-40.34
RJ,Rio de Janeiro,631622.0,0.176116211040082,798688.0,0.222699501225703,174260.0,0.0485892051509362,306369.0,0.0854253769820222,1602.33,0.000446780334497301,4472.05,0.00124694912713901,615877.0,0.171726006546213,1049088.0,0.292518949003704,0.0,0.0,3825.37,0.0010666342689558,589.554,"0,0%",0.0,"0,0%",3586393.304,-22.25,-42.66
SP,São Paulo,2454840.0,0.242057717069387,3613804.0,0.35633652139293,233156.0,0.0229901782116269,470167.0,0.0463604759012248,42300.9,0.00417104955271238,57706.1,0.0056900681213349,1089653.0,0.107444443457744,2165122.0,0.213490283886814,4428.05,0.00043662465743963,8754.99,0.000863279436690503,0.0,"0,0%",1616.14,"0,0%",10141548.18,-22.19,-48.79
PR,Paraná,660158.0,0.263100840270492,981496.0,0.391167602789222,23424.7,0.00933573213243527,56524.9,0.0225275595936208,8452.16,0.00336854267932926,8383.3,0.00334109906149682,266428.0,0.106182808769396,500540.0,0.199486326892944,1131.94,0.000451125889765452,2605.4,0.00103836192129875,0.0,"0,0%",0.0,"0,0%",2509144.4,-24.89,-51.55
SC,Santa Catarina,512788.0,0.333005727386408,786939.0,0.511040028440082,10937.5,0.00710283809934874,22306.4,0.0144858283683943,1150.61,0.000747208827016379,2653.8,0.00172338393125044,71031.4,0.0461279574098359,131818.0,0.0856029177215956,0.0,0.0,252.709,0.000164109816068418,0.0,"0,0%",0.0,"0,0%",1539877.419,-27.45,-50.95
RS,Rio Grande do Sul,791849.0,0.328570563834522,1140145.0,0.473092831465482,46046.4,0.019106536234244,82941.1,0.0344156575206326,2879.24,0.00119471453549213,1671.56,0.000693598668032962,125454.0,0.0520559999637508,211397.0,0.087717268674869,6218.07,0.00258013177495018,1380.19,0.000572697328024369,0.0,"0,0%",0.0,"0,0%",2409981.56,-30.17,-53.5
MS,Mato Grosso do Sul,106145.0,0.173797480666956,142314.0,0.233019121613239,12524.3,0.0205067764578375,21914.1,0.0358812508463304,2171.1,0.00355487032150387,463.258,0.00075851969757231,112536.0,0.184261842614693,206493.0,0.338103190685965,1184.93,0.00194015590717129,4993.89,0.00817679118873151,0.0,"0,0%",0.0,"0,0%",610739.578,-20.51,-54.54
