UF,Nome,BrancaEstuda,BrancaEstuda(%),BrancaNaoEstuda,BrancaNaoEstuda(%),PretaEstuda,PretaEstuda(%),PretaNaoEstuda,PretaNaoEstuda(%),AmarelaEstuda,AmarelaEstuda(%),AmarelaNaoEstuda,AmarelaNaoEstuda(%),PardaEstuda,PardaEstuda(%),PardaNaoEstuda,PardaNaoEstuda(%),IndigenaEstuda,IndigenaEstuda(%),IndigenaNaoEstuda,IndigenaNaoEstuda(%),IgnoradoEstuda,IgnoradoEstuda(%),IgnoradoNaoestuda,IgnoradoNaoestuda(%),Total,latitude,longitude
RN,Rio Grande do Norte,122120.0,0.147462526381326,175274.0,0.211647124541112,19746.0,0.0238437196685692,31124.6,0.0375836238831332,301.0,0.0003634639734751,987.0,0.00119182372697649,178463.0,0.215497910625537,299131,0.361207115779336,996.0,0.00120269142053555,0.0,0.0,0.0,"0,0%",0.0,"0,0%",828142.6,-5.81,-36.59
PB,Paraíba,119086.0,0.127525155714634,185808.0,0.198975481022326,20453.5,0.0219029589742645,30548.1,0.032712923511464,0.0,0.0,924.0,0.000989480240165273,229979.0,0.246276705793257,345934,0.370448979871573,937.0,0.00100340149895548,154.0,0.000164913373360879,0.0,"0,0%",0.0,"0,0%",933823.6,-7.28,-36.72
PE,Pernambuco,242149.0,0.11023358372067,364790.0,0.166063493987021,57695.0,0.0262645173540426,68873.2,0.0313531737001203,1076.93,0.000490251263958559,3765.01,0.00171394697084919,488756.0,0.222496584520191,966542,0.439999291661513,0.0,0.0,3042.76,0.00138515682163422,0.0,"0,0%",0.0,"0,0%",2196689.9,-8.38,-37.86
AL,Alagoas,66779.4,0.0841085186472579,102739.0,0.129399561800505,9348.83,0.0117748323941971,20420.0,0.0257189485197083,1508.68,0.00190017939533367,2919.63,0.00367726805419176,215111.0,0.270931867532956,371668,0.468115091009938,1500.32,0.0018896499923158,1972.28,0.00248408265359697,0.0,"0,0%",0.0,"0,0%",793967.14,-9.62,-36.82
SE,Sergipe,43084.9,0.0787986006608966,64156.9,0.117337488139489,15544.7,0.0284299280651328,20922.6,0.0382656476442483,653.0,0.00119428120365988,2123.3,0.00388333427217614,157783.0,0.288571625049106,241466,0.441620681658401,824.0,0.00150702559236713,214.0,0.000391387714522533,0.0,"0,0%",0.0,"0,0%",546772.4,-10.57,-37.45
BA,Bahia,222690.0,0.0644050684258229,328137.0,0.0949018183934808,295012.0,0.0853216042320663,440805.0,0.127486982744824,873.0,0.000252483832842711,5608.55,0.00162207124935852,850873.0,0.246084394389893,1299064,0.375707511830451,2641.68,0.00076401087232982,11942.9,0.00345405402893152,0.0,"0,0%",0.0,"0,0%",3457647.13,-13.29,-41.71
MG,Minas Gerais,725451.0,0.150115558754382,1034999.0,0.214169465884293,182088.0,0.0376789636549786,387972.0,0.080281967439641,1482.34,0.000306736495454511,3270.65,0.000676786512445388,887481.0,0.183643976228439,1603368,0.331780483049711,3354.0,0.000694033896241368,2257.48,0.000467134060848826,0.0,"0,0%",893.522,"0,0%",4832616.992,-18.1,-44.38
ES,Espírito Santo,117746.0,0.137040043075913,178468.0,0.207712044635674,28590.7,0.0332756166627359,67975.9,0.0791145369195043,544.0,0.000633140687864527,1116.12,0.00129900916275617,167816.0,0.195314591313738,296176,0.344707860972361,374.0,0.000435284222906862,402.0,0.000467872346546948,0.0,"0,0%",0.0,"0,0%",859208.72,-19.19,-40.34
RJ,Rio de Janeiro,658357.0,0.179919718480709,803256.0,0.219518579415029,177997.0,0.0486440793223293,323405.0,0.0883820428054288,2751.54,0.00075195722410244,5178.56,0.0014152276915647,623117.0,0.170289121586835,1061820,0.2901804879073,1074.48,0.000293640288040003,2214.33,0.000605145278660952,0.0,"0,0%",0.0,"0,0%",3659170.91,-22.25,-42.66
SP,São Paulo,2136083.0,0.218019195691177,3489988.0,0.356205436180083,192792.0,0.0196773050371608,495745.0,0.050598186572302,51806.1,0.00528758679035257,65856.1,0.00672159927931534,1160052.0,0.118400644544216,2190733,0.223597044980986,176.0,1.79634304667221e-05,13107.1,0.00133777545153621,1344.85,"0,0%",0.0,"0,0%",9797683.15,-22.19,-48.79
PR,Paraná,662957.0,0.260021513371199,1016879.0,0.398834941776603,31523.3,0.0123639031980269,67884.9,0.0266254590162748,14243.4,0.00558647155630205,13024.8,0.00510851866313681,251744.0,0.0987377097792453,488332,0.191531012822226,1501.8,0.000589028110089895,1533.45,0.000601441706896624,0.0,"0,0%",0.0,"0,0%",2549623.65,-24.89,-51.55
SC,Santa Catarina,475546.0,0.30239513523497,786468.0,0.500107449580012,13536.3,0.00860760319523479,34154.6,0.0217185821895175,875.0,0.000556404098300898,2214.12,0.00140793764814855,89301.7,0.0567860935602712,168589,0.107204126318229,944.33,0.000600490379598271,969.0,0.000616177795718366,0.0,"0,0%",0.0,"0,0%",1572598.05,-27.45,-50.95
RS,Rio Grande do Sul,770324.0,0.321803087861554,1077264.0,0.450027367240394,52772.0,0.0220455192264942,97381.8,0.0406812768932505,0.0,0.0,1808.54,0.00075551814109535,143782.0,0.0600649747105243,245704,0.102642921549809,2519.21,0.00105240075211431,2218.87,0.00092693362476486,0.0,"0,0%",0.0,"0,0%",2393774.42,-30.17,-53.5
MS,Mato Grosso do Sul,100822.0,0.172828658064032,146964.0,0.25192508483984,11402.2,0.019545604381759,19523.5,0.0334671034666355,2882.19,0.00494063825341266,2413.01,0.00413637182554491,100794.0,0.1727806605791,197306,0.338221134355417,778.0,0.00133364440274758,479.0,0.000821099831511686,0.0,"0,0%",0.0,"0,0%",583363.9,-20.51,-54.54
MT,Mato Grosso,86737.6,0.111112145886368,138253.0,0.177104133677067,28423.5,0.0364109230437684,43316.6,0.0554892039726881,161.0,0.000206243376433118,2005.43,0.00256898543105756,177829.0,0.2278015738368,302998,0.388144910388086,120.0,0.000153721771254498,787.0,0.00100815861647741,0.0,"0,0%",0.0,"0,0%",780631.13,-12.64,-55.42
GO,Goiás,218316.0,0.137780529203428,303472.0,0.19152298850484,36996.5,0.0233487117237153,79602.8,0.0502378016731465,614.0,0.000387499060677664,2204.61,0.00139134251491952,357012.0,0.225312401711163,582785,0.367799088073342,524.0,0.000330699524096247,2993.06,0.00188893801067083,0.0,"0,0%",0.0,"0,0%",1584519.97,-15.98,-49.86
DF,Distrito Federal,110889.0,0.156291450765043,118762.0,0.167387976045938,22650.5,0.0319245326908314,37048.0,0.052216952699937,458.0,0.000645523762053853,1839.19,0.00259222892561534,171038.0,0.241067889113901,243436,0.343108564496379,697.0,0.000982380048365798,2683.69,0.00378250145193516,0.0,"0,0%",0.0,"0,0%",709501.38,-15.83,-47.86
